TEMPO_VIVE_NA_RUA;CONTATO_PARENTE_FORA_RUAS;DATA_NASCIMENTO;IDADE;SEXO;AUXILIO_BRASIL;POP_RUA;GRAU_INSTRUCAO;COR_RACA;Faixa da renda familiar per capita;VAL_REMUNERACAO_MES_PASSADO;CRAS;REGIONAL;FAIXA_DESATUALICACAO_CADASTRAL;MES_ANO_REFERENCIA
Ate seis meses;Nunca;20/10/1976;45;MASCULINO;SIM;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;acima de 48 Meses;01/03/2022
Mais de dez anos;Nunca;25/11/1976;45;MASCULINO;SIM;SIM;Fundamental completo;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Mais de dez anos;Nunca;03/05/1959;62;MASCULINO;SIM;SIM;Fundamental completo;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;NORDESTE;25 a 36 Meses;01/03/2022
Entre dois e cinco anos;Todo dia;26/09/1990;31;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;CRAS VILA SENHOR DOS PASSOS;NOROESTE;37 a 48 Meses;01/03/2022
Entre dois e cinco anos;Toda semana;01/08/1978;43;MASCULINO;SIM;SIM;Sem instrucao;Branca;Ate R$105.00;80;ENDERECO FORA AREA CRAS;CENTRO SUL;13 a 18 Meses;01/03/2022
Entre cinco e dez anos;Nunca;13/05/1976;45;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre cinco e dez anos;Quase nunca;14/09/1983;38;MASCULINO;SIM;SIM;Fundamental completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Nunca;11/06/1984;37;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Mais de dez anos;Quase nunca;10/09/1974;47;MASCULINO;SIM;SIM;Sem instrucao;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Mais de dez anos;Quase nunca;15/04/1979;42;MASCULINO;SIM;SIM;Medio incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Quase nunca;09/12/1979;42;MASCULINO;SIM;SIM;Fundamental completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Quase nunca;24/03/1992;29;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre um e dois anos;Nunca;06/12/1982;39;FEMININO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;37 a 48 Meses;01/03/2022
Mais de dez anos;Quase nunca;28/11/1986;35;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;ate 12 Meses;01/03/2022
Mais de dez anos;Nunca;17/07/1979;42;MASCULINO;SIM;SIM;Medio completo;Preta;Ate R$105.00;0;CRAS VILA BIQUINHAS;NORTE;25 a 36 Meses;01/03/2022
Mais de dez anos;Quase nunca;20/07/1968;53;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;acima de 48 Meses;01/03/2022
Entre dois e cinco anos;Quase nunca;04/12/1972;49;FEMININO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Todo mes;04/11/1974;47;MASCULINO;SIM;SIM;Medio incompleto;Parda;Ate R$105.00;0;CRAS PROVIDENCIA;NORTE;ate 12 Meses;01/03/2022
Ate seis meses;Nunca;07/09/1986;35;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Mais de dez anos;Todo dia;02/03/1979;43;MASCULINO;SIM;SIM;Sem instrucao;Preta;Ate R$105.00;0;CRAS VILA BIQUINHAS;NORTE;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Nunca;16/12/1965;56;MASCULINO;SIM;SIM;Fundamental completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Entre cinco e dez anos;Todo ano;21/02/1983;39;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Quase nunca;17/02/1963;59;MASCULINO;SIM;SIM;Medio completo;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Mais de dez anos;Quase nunca;25/02/1981;41;MASCULINO;SIM;SIM;Medio incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Entre cinco e dez anos;Nunca;15/02/1988;34;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;CRAS VILA SENHOR DOS PASSOS;NOROESTE;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Quase nunca;10/12/1972;49;MASCULINO;SIM;SIM;Fundamental completo;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre um e dois anos;Nunca;06/03/1984;38;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Entre dois e cinco anos;Todo ano;23/12/1972;49;MASCULINO;SIM;SIM;Fundamental completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;NOROESTE;ate 12 Meses;01/03/2022
Mais de dez anos;Nunca;25/10/1955;66;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;BARREIRO;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Nunca;09/05/1980;41;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;15;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Mais de dez anos;Todo ano;12/04/1969;52;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;140;ENDERECO FORA AREA CRAS;LESTE;ate 12 Meses;01/03/2022
Mais de dez anos;Nunca;23/05/1970;51;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre cinco e dez anos;Quase nunca;21/03/1978;43;FEMININO;SIM;SIM;Medio incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Mais de dez anos;Toda semana;20/02/1978;44;MASCULINO;SIM;SIM;Sem instrucao;Preta;Entre R$210.01 ate 0.5 Salario Minimo;400;CRAS VILA CEMIG;BARREIRO;ate 12 Meses;01/03/2022
Mais de dez anos;Todo ano;29/03/1963;58;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;13 a 18 Meses;01/03/2022
Entre dois e cinco anos;Toda semana;12/10/1991;30;MASCULINO;SIM;SIM;Medio completo;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Mais de dez anos;Nunca;25/01/1977;45;MASCULINO;SIM;SIM;Medio completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Mais de dez anos;Nunca;17/09/1961;60;MASCULINO;SIM;SIM;Sem instrucao;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;NOROESTE;19 a 24 Meses;01/03/2022
Mais de dez anos;Todo ano;09/01/1990;32;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Todo mes;03/10/1969;52;MASCULINO;SIM;SIM;Sem instrucao;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Entre cinco e dez anos;Quase nunca;29/01/1988;34;MASCULINO;SIM;SIM;Medio incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Entre dois e cinco anos;Todo ano;30/10/1975;46;MASCULINO;SIM;SIM;Fundamental completo;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre dois e cinco anos;Toda semana;05/01/1967;55;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;CRAS VILA NOSSA SENHORA DE FATIMA;CENTRO SUL;ate 12 Meses;01/03/2022
Entre seis meses e um ano;Nunca;27/11/1955;66;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Entre um e dois anos;Quase nunca;21/06/1971;50;MASCULINO;SIM;SIM;Fundamental completo;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre dois e cinco anos;Quase nunca;22/08/1963;58;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;CRAS VILA SENHOR DOS PASSOS;NOROESTE;ate 12 Meses;01/03/2022
Entre cinco e dez anos;Quase nunca;09/09/1980;41;MASCULINO;SIM;SIM;Medio completo;Preta;Ate R$105.00;0;CRAS VILA BIQUINHAS;NORTE;ate 12 Meses;01/03/2022
Mais de dez anos;Nunca;09/03/1981;41;MASCULINO;SIM;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Todo ano;30/07/1961;60;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;acima de 48 Meses;01/03/2022
Ate seis meses;Quase nunca;29/07/1988;33;MASCULINO;SIM;SIM;Medio completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Mais de dez anos;Quase nunca;27/11/1970;51;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre seis meses e um ano;Todo mes;14/05/1984;37;MASCULINO;SIM;SIM;Fundamental completo;Preta;Ate R$105.00;120;ENDERECO FORA AREA CRAS;CENTRO SUL;acima de 48 Meses;01/03/2022
Mais de dez anos;Quase nunca;01/02/1984;38;MASCULINO;SIM;SIM;Sem instrucao;Branca;Ate R$105.00;50;ENDERECO FORA AREA CRAS;LESTE;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Nunca;26/03/1984;37;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Entre cinco e dez anos;Todo ano;07/03/1974;48;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;NORDESTE;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Nunca;31/07/1977;44;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;13 a 18 Meses;01/03/2022
Mais de dez anos;Todo mes;17/12/1964;57;MASCULINO;SIM;SIM;Medio completo;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;13 a 18 Meses;01/03/2022
Entre dois e cinco anos;Todo mes;21/08/1965;56;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Mais de dez anos;Quase nunca;16/08/1982;39;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;OESTE;ate 12 Meses;01/03/2022
Mais de dez anos;Todo ano;26/08/1977;44;FEMININO;SIM;SIM;Sem instrucao;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;OESTE;25 a 36 Meses;01/03/2022
Entre cinco e dez anos;Todo mes;07/09/1983;38;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Ate seis meses;Todo mes;18/10/1972;49;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Mais de dez anos;Todo mes;11/09/1984;37;FEMININO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre um e dois anos;Todo mes;25/02/1980;42;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;NORDESTE;37 a 48 Meses;01/03/2022
Mais de dez anos;Nunca;08/02/1960;62;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;25 a 36 Meses;01/03/2022
Mais de dez anos;Nunca;07/12/1972;49;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;NOROESTE;37 a 48 Meses;01/03/2022
Entre cinco e dez anos;Quase nunca;15/01/1985;37;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;CRAS VILA BIQUINHAS;NORTE;37 a 48 Meses;01/03/2022
Mais de dez anos;Nunca;25/02/1964;58;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;13 a 18 Meses;01/03/2022
Mais de dez anos;Todo mes;04/09/1971;50;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;13 a 18 Meses;01/03/2022
Entre cinco e dez anos;Nunca;28/04/1975;46;MASCULINO;SIM;SIM;Medio incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Mais de dez anos;Quase nunca;27/12/1975;46;MASCULINO;SIM;SIM;Fundamental completo;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Quase nunca;19/11/1973;48;MASCULINO;SIM;SIM;Fundamental completo;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Entre cinco e dez anos;Nunca;09/05/1958;63;MASCULINO;SIM;SIM;Fundamental completo;Parda;Ate R$105.00;0;CRAS NOVO AARAO REIS   BRASILINA MARIA DE OLIVEIRA;NORTE;ate 12 Meses;01/03/2022
Entre cinco e dez anos;Nunca;15/01/1971;51;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Entre cinco e dez anos;Nunca;23/08/1977;44;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;13 a 18 Meses;01/03/2022
Entre dois e cinco anos;Todo mes;20/05/1985;36;MASCULINO;SIM;SIM;Medio incompleto;Preta;Ate R$105.00;300;CRAS VILA BIQUINHAS;NORTE;37 a 48 Meses;01/03/2022
Entre cinco e dez anos;Quase nunca;27/03/1987;34;MASCULINO;SIM;SIM;Fundamental completo;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Mais de dez anos;Nunca;16/01/1947;75;MASCULINO;SIM;SIM;Medio completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre cinco e dez anos;Todo mes;01/07/1980;41;MASCULINO;SIM;SIM;Medio completo;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;acima de 48 Meses;01/03/2022
Entre cinco e dez anos;Nunca;20/02/1993;29;MASCULINO;SIM;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre cinco e dez anos;Nunca;01/09/1972;49;MASCULINO;SIM;SIM;Medio completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Nunca;09/10/1979;42;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;ate 12 Meses;01/03/2022
Entre cinco e dez anos;Nunca;25/10/1979;42;FEMININO;SIM;SIM;Fundamental completo;Branca;Ate R$105.00;0;CRAS GRANJA DE FREITAS;LESTE;25 a 36 Meses;01/03/2022
Mais de dez anos;Todo ano;22/09/1965;56;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;CRAS VILA BIQUINHAS;NORTE;37 a 48 Meses;01/03/2022
Mais de dez anos;Nunca;26/04/1969;52;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;ate 12 Meses;01/03/2022
Entre cinco e dez anos;Quase nunca;19/03/1980;41;MASCULINO;SIM;SIM;Sem instrucao;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Ate seis meses;Nunca;05/02/1966;56;MASCULINO;SIM;SIM;Sem instrucao;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;ate 12 Meses;01/03/2022
Entre um e dois anos;Nunca;11/02/1961;61;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;CRAS VILA SAO JOSE;PAMPULHA;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Quase nunca;08/05/1973;48;MASCULINO;SIM;SIM;Medio incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;NOROESTE;ate 12 Meses;01/03/2022
Mais de dez anos;Nunca;15/12/1988;33;MASCULINO;SIM;SIM;Medio incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;ate 12 Meses;01/03/2022
Mais de dez anos;Nunca;12/07/1977;44;MASCULINO;SIM;SIM;Fundamental completo;Parda;Ate R$105.00;0;CRAS PROVIDENCIA;NORTE;acima de 48 Meses;01/03/2022
Mais de dez anos;Nunca;08/09/1958;63;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Mais de dez anos;Nunca;04/05/1973;48;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;50;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Nunca;08/07/1984;37;MASCULINO;SIM;SIM;Fundamental completo;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;acima de 48 Meses;01/03/2022
Mais de dez anos;Todo ano;18/10/1977;44;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Mais de dez anos;Nunca;27/11/1971;50;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Mais de dez anos;Nunca;23/04/1977;44;MASCULINO;SIM;SIM;Medio completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Mais de dez anos;Todo mes;02/02/1969;53;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre cinco e dez anos;Quase nunca;18/11/1981;40;MASCULINO;SIM;SIM;Sem instrucao;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;PAMPULHA;ate 12 Meses;01/03/2022
Entre cinco e dez anos;Nunca;26/12/1977;44;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;CRAS PROVIDENCIA;NORTE;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Nunca;21/08/1988;33;MASCULINO;SIM;SIM;Fundamental completo;Branca;Ate R$105.00;50;ENDERECO FORA AREA CRAS;NOROESTE;37 a 48 Meses;01/03/2022
Entre dois e cinco anos;Toda semana;13/09/1970;51;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;ate 12 Meses;01/03/2022
Entre um e dois anos;Nunca;16/08/1986;35;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Mais de dez anos;Quase nunca;27/12/1968;53;MASCULINO;SIM;SIM;Medio completo;Parda;Ate R$105.00;0;CRAS PROVIDENCIA;NORTE;37 a 48 Meses;01/03/2022
Mais de dez anos;Todo ano;19/09/1976;45;FEMININO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre cinco e dez anos;Quase nunca;27/03/1979;42;MASCULINO;SIM;SIM;Medio completo;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Mais de dez anos;Nunca;17/04/1972;49;MASCULINO;SIM;SIM;Fundamental completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Todo mes;31/01/1977;45;MASCULINO;SIM;SIM;Medio completo;Parda;Ate R$105.00;0;ENDERECO NAO GEORREFERENCIADO;ENDERECO NAO GEORREFERENCIADO;ate 12 Meses;01/03/2022
Entre cinco e dez anos;Toda semana;16/02/1987;35;MASCULINO;SIM;SIM;Fundamental completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;NORDESTE;ate 12 Meses;01/03/2022
Entre um e dois anos;Toda semana;23/01/1966;56;MASCULINO;SIM;SIM;Medio incompleto;Branca;Ate R$105.00;200;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre dois e cinco anos;Quase nunca;26/11/1987;34;MASCULINO;SIM;SIM;Medio completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;NORDESTE;ate 12 Meses;01/03/2022
Mais de dez anos;Nunca;25/11/1978;43;MASCULINO;SIM;SIM;Fundamental completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;37 a 48 Meses;01/03/2022
Mais de dez anos;Toda semana;07/09/1974;47;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;ate 12 Meses;01/03/2022
Mais de dez anos;Todo mes;11/04/1977;44;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO NAO GEORREFERENCIADO;ENDERECO NAO GEORREFERENCIADO;ate 12 Meses;01/03/2022
Mais de dez anos;Quase nunca;24/04/1979;42;FEMININO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;NORDESTE;ate 12 Meses;01/03/2022
Mais de dez anos;Nunca;21/08/1974;47;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre dois e cinco anos;Toda semana;18/10/1982;39;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Mais de dez anos;Nunca;19/01/1981;41;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Nunca;29/12/1988;33;MASCULINO;SIM;SIM;Fundamental completo;Parda;Ate R$105.00;0;CRAS PROVIDENCIA;NORTE;37 a 48 Meses;01/03/2022
Entre cinco e dez anos;Nunca;17/06/1986;35;FEMININO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;OESTE;25 a 36 Meses;01/03/2022
Ate seis meses;Todo ano;30/01/1978;44;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;70;ENDERECO FORA AREA CRAS;NOROESTE;37 a 48 Meses;01/03/2022
Mais de dez anos;Nunca;30/12/1975;46;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Mais de dez anos;Nunca;10/02/1987;35;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$105.00;50;ENDERECO FORA AREA CRAS;LESTE;13 a 18 Meses;01/03/2022
Mais de dez anos;Nunca;15/05/1978;43;MASCULINO;SIM;SIM;Fundamental completo;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Quase nunca;12/11/1971;50;MASCULINO;SIM;SIM;Fundamental completo;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Entre dois e cinco anos;Todo mes;21/07/1984;37;MASCULINO;SIM;SIM;Fundamental completo;Amarela;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Ate seis meses;Toda semana;05/02/1978;44;MASCULINO;SIM;SIM;Medio incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;13 a 18 Meses;01/03/2022
Entre cinco e dez anos;Todo mes;14/08/1978;43;MASCULINO;SIM;SIM;Medio completo;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;13 a 18 Meses;01/03/2022
Entre dois e cinco anos;Nunca;19/11/1980;41;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Mais de dez anos;Nunca;09/09/1982;39;MASCULINO;SIM;SIM;Fundamental completo;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
